asset_number,manufacturer,category,size,manufacturing_date,asset_name,decommissioned_date
SAID-0002964,"Hoshizaki America, Inc.",Bin,0,4/1/2006,B-900PF,-
SAID-0002965,"Hoshizaki America, Inc.",Bin,0,12/1/2006,B-900PF,-
SAID-0002966,"Hoshizaki America, Inc.",Bin,0,12/1/2006,B-900PF,-
SAID-0002967,"Hoshizaki America, Inc.",Bin,0,12/23/2016,B-900PF,-
SAID-0002970,"Hoshizaki America, Inc.",Bin,0,5/1/2007,B-900PF,-
SAID-0002971,"Hoshizaki America, Inc.",Bin,0,7/1/2007,B-900PF,-
SAID-0002972,"Hoshizaki America, Inc.",Bin,0,10/1/2007,B-900PF,-
SAID-0002973,"Hoshizaki America, Inc.",Bin,0,3/31/2008,B-900PF,-
SAID-0002974,"Hoshizaki America, Inc.",Bin,0,8/14/2008,B-900PF,-
SAID-0002975,"Hoshizaki America, Inc.",Bin,0,3/10/2020,B-900PF,-
SAID-0002976,"Hoshizaki America, Inc.",Bin,0,7/1/2008,B-900PF,-
SAID-0002977,"Hoshizaki America, Inc.",Bin,0,10/1/2008,B-900PF,-
SAID-0002978,"Hoshizaki America, Inc.",Bin,0,10/1/2008,B-900PF,-
SAID-0002979,"Hoshizaki America, Inc.",Bin,0,12/1/2008,B-900PF,-
SAID-0002980,"Hoshizaki America, Inc.",Bin,0,12/1/2008,B-900PF,-
SAID-0002981,"Hoshizaki America, Inc.",Bin,0,12/1/2008,B-900PF,-
SAID-0002982,"Hoshizaki America, Inc.",Bin,0,9/14/2009,B-900PF,-
SAID-0002983,"Hoshizaki America, Inc.",Bin,0,1/1/2008,B-900PF,-
SAID-0002984,"Hoshizaki America, Inc.",Bin,0,3/1/2008,B-900PF,-
SAID-0002985,"Hoshizaki America, Inc.",Bin,0,6/1/2008,B-900PF,-
SAID-0002987,"Hoshizaki America, Inc.",Bin,0,6/1/2009,B-900PF,-
SAID-0002988,"Hoshizaki America, Inc.",Bin,0,6/1/2009,B-900PF,-
SAID-0002990,"Hoshizaki America, Inc.",Bin,0,7/1/2009,B-900PF,-
SAID-0002992,"Hoshizaki America, Inc.",Bin,0,11/1/2009,B-900PF,-
SAID-0002994,"Hoshizaki America, Inc.",Bin,0,4/12/2010,B-900PF,-
SAID-0002996,"Hoshizaki America, Inc.",Bin,0,3/1/2010,B-900PF,-
SAID-0002997,"Hoshizaki America, Inc.",Bin,0,3/1/2010,B-900PF,-
SAID-0002999,"Hoshizaki America, Inc.",Bin,0,4/1/2010,B-900PF,-
SAID-0003000,"Hoshizaki America, Inc.",Bin,0,6/1/2010,B-900PF,-
SAID-0003001,"Hoshizaki America, Inc.",Bin,0,6/1/2010,B-900PF,-
SAID-0003002,"Hoshizaki America, Inc.",Bin,0,7/1/2010,B-900PF,-
SAID-0003003,"Hoshizaki America, Inc.",Bin,0,7/1/2010,B-900PF,-
SAID-0003004,"Hoshizaki America, Inc.",Bin,0,8/1/2010,B-900PF,-
SAID-0003008,"Hoshizaki America, Inc.",Bin,0,12/1/2010,B-900PF,-
SAID-0003009,"Hoshizaki America, Inc.",Bin,0,12/1/2010,B-900PF,-
SAID-0003010,"Hoshizaki America, Inc.",Bin,0,12/1/2010,B-900PF,-
SAID-0003011,"Hoshizaki America, Inc.",Bin,0,12/1/2010,B-900PF,-
SAID-0003014,"Hoshizaki America, Inc.",Bin,0,3/1/2016,B-900SF,-
SAID-0003016,"Hoshizaki America, Inc.",Bin,0,2/1/2018,B-900SF,-
SAID-0003017,"Hoshizaki America, Inc.",Bin,0,11/1/2019,B-900SF,-
SAID-0003018,"Hoshizaki America, Inc.",Bin,0,3/1/2019,B-900SF,-
SAID-0003019,"Hoshizaki America, Inc.",Bin,0,12/1/2020,B-900SF,-
SAID-0003021,"Hoshizaki America, Inc.",Bin,0,4/29/2019,B-900SF,-
SAID-0003022,"Hoshizaki America, Inc.",Bin,0,12/1/2021,B-900SF,-
SAID-0003023,"Hoshizaki America, Inc.",Bin,0,2/1/2021,B-900SF,-
SAID-0003024,"Hoshizaki America, Inc.",Bin,0,5/1/2021,B-900SF,-
SAID-0003025,"Hoshizaki America, Inc.",Bin,0,5/1/2021,B-900SF,-
SAID-0003026,"Hoshizaki America, Inc.",Bin,0,5/1/2021,B-900SF,-
SAID-0003027,"Hoshizaki America, Inc.",Bin,0,5/1/2021,B-900SF,-
SAID-0003028,"Hoshizaki America, Inc.",Bin,0,5/1/2021,B-900SF,-
SAID-0003030,"Hoshizaki America, Inc.",Bin,0,5/1/2021,B-900SF,-
SAID-0003032,"Hoshizaki America, Inc.",Bin,0,6/1/2021,B-900SF,-
SAID-0003033,"Hoshizaki America, Inc.",Bin,0,8/1/2021,B-900SF,-
SAID-0003034,"Hoshizaki America, Inc.",Bin,0,8/1/2021,B-900SF,-
SAID-0003035,"Hoshizaki America, Inc.",Bin,0,9/17/2021,B-900SF,-
SAID-0003036,"Hoshizaki America, Inc.",Bin,0,8/1/2021,B-900SF,-
SAID-0003038,"Hoshizaki America, Inc.",Bin,0,10/1/2021,B-900SF,-
SAID-0003039,"Hoshizaki America, Inc.",Bin,0,10/3/2022,B-900SF,-
SAID-0003040,"Hoshizaki America, Inc.",Bin,0,11/1/2021,B-900SF,-
SAID-0003041,"Hoshizaki America, Inc.",Bin,0,11/1/2021,B-900SF,-
SAID-0003042,"Hoshizaki America, Inc.",Bin,0,11/1/2021,B-900SF,-
SAID-0003043,"Hoshizaki America, Inc.",Bin,0,11/1/2022,B-900SF,-
SAID-0003045,"Hoshizaki America, Inc.",Bin,0,10/14/2022,B-900SF,-
SAID-0003046,"Hoshizaki America, Inc.",Bin,0,7/1/2004,B-900SF,-
SAID-0003047,"Hoshizaki America, Inc.",Bin,0,3/30/2021,B-900SF,-
SAID-0003054,"Hoshizaki America, Inc.",Bin,0,1/14/2021,BD-300PF,-
SAID-0003055,"Hoshizaki America, Inc.",Bin,0,1/1/2020,BD-300PF,-
SAID-0003056,"Hoshizaki America, Inc.",Bin,0,1/1/2020,BD-300PF,-
SAID-0003057,"Hoshizaki America, Inc.",Bin,0,1/1/2020,BD-300PF,-
SAID-0003058,"Hoshizaki America, Inc.",Bin,0,1/1/2020,BD-300PF,-
SAID-0003059,"Hoshizaki America, Inc.",Bin,0,1/1/2020,BD-300PF,-
SAID-0003061,"Hoshizaki America, Inc.",Bin,0,7/1/2020,BD-300PF,-
SAID-0003063,"Hoshizaki America, Inc.",Bin,0,7/1/2020,BD-300PF,-
SAID-0003064,"Hoshizaki America, Inc.",Bin,0,3/1/2018,BD-300SF,-
SAID-0003065,"Hoshizaki America, Inc.",Bin,0,11/1/2014,BD-500PF,-
SAID-0003066,"Hoshizaki America, Inc.",Bin,0,11/1/2015,BD-500PF,-
SAID-0003067,"Hoshizaki America, Inc.",Bin,0,4/1/2018,BD-500PF,-
SAID-0003068,"Hoshizaki America, Inc.",Bin,0,8/1/2018,BD-500PF,-
SAID-0003069,"Hoshizaki America, Inc.",Bin,0,12/1/2018,BD-500PF,-
SAID-0003070,"Hoshizaki America, Inc.",Bin,0,3/1/2020,BD-500PF,-
SAID-0003071,"Hoshizaki America, Inc.",Bin,0,7/1/2020,BD-500PF,-
SAID-0003072,"Hoshizaki America, Inc.",Bin,0,12/12/2017,BD-500SF,-
SAID-0003073,"Hoshizaki America, Inc.",Bin,0,8/1/2021,BD-500SF,-
SAID-0003653,"Follett Products, LLC",Bin,0,5/17/2018,DEV700SG-30,-
SAID-0008652,"Follett Products, LLC",Bin,0,1/1/2013,SG1300S-48,-
SAID-0008653,"Follett Products, LLC",Bin,0,1/17/2020,SG1300S-48,-
SAID-0008936,Ice-O-Matic,Bin,0,1/31/2022,B55PS,-
SAID-0008993,"ITV Ice Makers, Inc.",Bin,0,12/13/2022,S-1050,-
SAID-0008994,"ITV Ice Makers, Inc.",Bin,0,8/2/2022,S-400-22,-
SAID-0008998,"ITV Ice Makers, Inc.",Bin,0,7/11/2022,S-500,-
SAID-0008999,"ITV Ice Makers, Inc.",Bin,0,7/21/2022,S-500,-
SAID-0009002,"ITV Ice Makers, Inc.",Bin,0,9/1/2022,S-500,-
SAID-0009003,"ITV Ice Makers, Inc.",Bin,0,11/30/2022,S-500,-
SAID-0009005,"ITV Ice Makers, Inc.",Bin,0,9/6/2022,S-500,-
SAID-0009006,"ITV Ice Makers, Inc.",Bin,0,1/3/2023,S-500,-
SAID-0009007,"ITV Ice Makers, Inc.",Bin,0,1/3/2023,S-500,-
SAID-0009009,"ITV Ice Makers, Inc.",Bin,0,8/24/2022,S-750,-
SAID-0009010,"ITV Ice Makers, Inc.",Bin,0,9/28/2022,S-750,-
SAID-0009012,"ITV Ice Makers, Inc.",Bin,0,10/18/2022,S-900,-
SAID-0009013,"ITV Ice Makers, Inc.",Bin,0,9/6/2022,S-900,-
SAID-0009014,"Kloppenberg Products, LLC",Bin,0,12/16/2022,1045-SS,-
SAID-0009015,"Kloppenberg Products, LLC",Bin,0,12/6/2010,1045-SSB,-
SAID-0009016,"Kloppenberg Products, LLC",Bin,0,12/14/2022,1325-SS,-
SAID-0009024,Kold-Draft,Bin,0,12/15/2022,KDB-400,-
SAID-0009028,Manitowoc Ice,Bin,0,3/25/2021,D970,-
SAID-0009030,Manitowoc Ice,Bin,0,9/22/2022,D970,-
SAID-0009033,Koolaire,Bin,0,3/22/2022,K-400,-
SAID-0009034,Koolaire,Bin,0,4/11/2022,K-400,-
SAID-0009035,Koolaire,Bin,0,3/26/2021,K-400,-
SAID-0009036,Koolaire,Bin,0,4/13/2022,K-400,-
SAID-0009037,Koolaire,Bin,0,11/18/2021,K-400,-
SAID-0009038,Koolaire,Bin,0,6/15/2022,K-400,-
SAID-0009039,Koolaire,Bin,0,8/10/2022,K-400,-
SAID-0009040,Koolaire,Bin,0,7/27/2022,K-400,-
SAID-0009041,Koolaire,Bin,0,8/3/2022,K-400,-
SAID-0009042,Koolaire,Bin,0,8/18/2022,K-400,-
SAID-0009043,Koolaire,Bin,0,9/16/2022,K-400,-
SAID-0009044,Koolaire,Bin,0,12/8/2022,K-400,-
SAID-0009045,Koolaire,Bin,0,10/20/2022,K-400,-
SAID-0009046,Koolaire,Bin,0,7/6/2021,K-420,-
SAID-0009047,Koolaire,Bin,0,6/9/2021,K-420,-
SAID-0009048,Koolaire,Bin,0,7/8/2021,K-420,-
SAID-0009049,Koolaire,Bin,0,5/25/2021,K-420,-
SAID-0009050,Koolaire,Bin,0,8/21/2019,K-420,-
SAID-0009052,Koolaire,Bin,0,1/18/2022,K-420,-
SAID-0009053,Koolaire,Bin,0,10/18/2021,K-420,-
SAID-0009054,Koolaire,Bin,0,12/14/2021,K-420,-
SAID-0009055,Koolaire,Bin,0,5/26/2022,K-420,-
SAID-0009056,Koolaire,Bin,0,4/19/2022,K-420,-
SAID-0009057,Koolaire,Bin,0,3/23/2022,K-420,-
SAID-0009059,Koolaire,Bin,0,5/24/2022,K-420,-
SAID-0009060,Koolaire,Bin,0,5/26/2022,K-420,-
SAID-0009061,Koolaire,Bin,0,8/29/2022,K-420,-
SAID-0009062,Koolaire,Bin,0,8/24/2022,K-420,-
SAID-0009063,Koolaire,Bin,0,8/26/2022,K-420,-
SAID-0009064,Koolaire,Bin,0,9/26/2022,K-420,-
SAID-0009065,Koolaire,Bin,0,10/12/2022,K-420,-
SAID-0009066,Koolaire,Bin,0,4/7/2022,K570,-
SAID-0009067,Koolaire,Bin,0,11/18/2020,K570,-
SAID-0009070,Koolaire,Bin,0,3/9/2021,K570,-
SAID-0009071,Koolaire,Bin,0,5/20/2021,K570,-
SAID-0009077,Koolaire,Bin,0,8/3/2021,K570,-
SAID-0009078,Koolaire,Bin,0,10/19/2022,K570,-
SAID-0009079,Koolaire,Bin,0,9/14/2021,K570,-
SAID-0009081,Koolaire,Bin,0,7/26/2022,K570,-
SAID-0009082,Koolaire,Bin,0,12/9/2022,K570,-
SAID-0009084,Koolaire,Bin,0,10/14/2021,K970,-
SAID-0009085,Koolaire,Bin,0,6/4/2021,K970,-
SAID-0009086,Koolaire,Bin,0,1/14/2021,K970,-
SAID-0009088,Koolaire,Bin,0,7/16/2021,K970,-
SAID-0009090,Koolaire,Bin,0,11/18/2021,K970,-
SAID-0009091,Koolaire,Bin,0,1/20/2022,K970,-
SAID-0009092,Koolaire,Bin,0,3/7/2022,K970,-
SAID-0009093,Koolaire,Bin,0,6/30/2022,K970,-
SAID-0009094,Koolaire,Bin,0,8/3/2021,K970,-
SAID-0009095,Koolaire,Bin,0,11/16/2022,K970,-
SAID-0009096,Koolaire,Bin,0,6/17/2022,K970,-
SAID-0009097,Koolaire,Bin,0,4/1/2022,K970,-
SAID-0009098,Koolaire,Bin,0,11/16/2022,K970,-
SAID-0009221,Manitowoc Ice,Bin,0,3/8/2012,B25P,-
SAID-0009222,Manitowoc Ice,Bin,0,1/20/2021,B570,-
SAID-0009223,Manitowoc Ice,Bin,0,6/18/2013,B970,-
SAID-0009225,Manitowoc Ice,Bin,0,7/7/1995,C-170,-
SAID-0009233,Manitowoc Ice,Bin,0,7/16/2021,D320,-
SAID-0009234,Manitowoc Ice,Bin,0,4/13/2022,D320,-
SAID-0009235,Manitowoc Ice,Bin,0,12/13/2021,D400,-
SAID-0009236,Manitowoc Ice,Bin,0,6/24/2022,D400,-
SAID-0009237,Manitowoc Ice,Bin,0,7/17/2013,D420,-
SAID-0009238,Manitowoc Ice,Bin,0,11/17/2021,D420,-
SAID-0009239,Manitowoc Ice,Bin,0,5/26/2022,D420,-
SAID-0009240,Manitowoc Ice,Bin,0,9/16/2009,D570,-
SAID-0009241,Manitowoc Ice,Bin,0,2/18/2021,D570,-
SAID-0009242,Manitowoc Ice,Bin,0,3/11/2021,D570,-
SAID-0009244,Manitowoc Ice,Bin,0,2/3/2022,D570,-
SAID-0009245,Manitowoc Ice,Bin,0,12/2/2022,D570,-
SAID-0009247,Manitowoc Ice,Bin,0,6/17/2022,D570,-
SAID-0009248,Manitowoc Ice,Bin,0,7/22/2022,D570,-
SAID-0009249,Manitowoc Ice,Bin,0,1/17/2020,D970,-
